Title,Subtitle,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation,City,Number annonce,euros,type_logement,Test_Equipment
"Studio avec patio ,calme proche  mer","Logement entier : appartement en residence - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",49 EUR ,,444 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Patio ou balcon\xa0: prive(e)', 'Depot de bagages autorise', 'Seche-cheveux', 'Refrigerateur']",https://www.airbnb.fr/rooms/52064058?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_0LrCdCCcHj9SG6P3&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.11014,-1.10895,0,01/06/2024 - 30/09/2024,Angoulins,52064058,49,appartement,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'patio ou balcon\xa0: prive(e)', 'depot de bagages autorise', 'seche-cheveux', 'refrigerateur'"
"T2 45m2  3 *, 80m de la plage","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",75 EUR ,,643 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Television', 'Lave-linge', 'Seche-cheveux']",https://www.airbnb.fr/rooms/865292255428708561?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_Y5cg0WjP7yyVGwi2&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.073,-1.0916,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,865292255428708561,75,appartement,"'cuisine', 'wifi', 'television', 'lave-linge', 'seche-cheveux'"
Location d' ete a Chatelaillon,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",100 EUR,90 EUR ,793 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Animaux acceptes', 'Television', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/937579043217533801?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_6CiZ0xjAb1wO5rzU&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.0753,-1.0914,30,01/06/2024 - 30/09/2024,Chatelaillon-Plage,937579043217533801,100,appartement,"'cuisine', 'wifi', 'animaux acceptes', 'television', 'refrigerateur', 'four a micro-ondes'"
Studio neuf et moderne commune bord de mer,"Logement entier : logement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",37 EUR ,,350 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Patio ou balcon', 'Seche-cheveux']",https://www.airbnb.fr/rooms/42634748?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_yL2jFsqqjKiwE14T&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.11101,-1.11333,0,01/06/2024 - 30/09/2024,Angoulins,42634748,37,appartement,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'patio ou balcon', 'seche-cheveux'"
"Location tres calme, plage 500 m, commerces 200 m","Logement entier : logement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",90 EUR ,,770 EUR,,2 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Lit pour bebe\xa0: disponible sur demande', 'Lit parapluie\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/730412097813085023?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_t%2BPs0fofBdzLNjXs&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.09751,-1.09744,0,01/06/2024 - 30/09/2024,Angoulins,730412097813085023,90,logement,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge', 'lit pour bebe\xa0: disponible sur demande', 'lit parapluie\xa0: disponible sur demande'"
"Roquechelle, appartement de standing sur la plage","Logement entier : appartement en residence - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",120 EUR ,,989 EUR,,4 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Lit pour bebe\xa0: toujours dans le logement']",https://www.airbnb.fr/rooms/22181416?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_If1CTFEe86MD6rdV&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.06211,-1.09351,19,01/06/2024 - 30/09/2024,Chatelaillon-Plage,22181416,120,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'lit pour bebe\xa0: toujours dans le logement'"
chez antoine,"Logement entier : appartement - Rochefort, France","Rochefort, Nouvelle-Aquitaine, France",21 EUR ,,211 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Ascenseur', 'Lave-linge', 'Baignoire', 'Patio ou balcon\xa0: prive(e)', 'Seche-cheveux']",https://www.airbnb.fr/rooms/28404534?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_glRn9omeYjPgquuW&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,45.93466,-0.96735,59,01/06/2024 - 30/09/2024,Rochefort,28404534,21,appartement,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'ascenseur', 'lave-linge', 'baignoire', 'patio ou balcon\xa0: prive(e)', 'seche-cheveux'"
"Appartement Chatelaillon-Plage, 1 piece, 4 pers.","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",84 EUR ,,592 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Television', 'Lave-linge', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/48100170?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867800_82ANy7x1wovUHuZZ&previous_page_section_name=1000&federated_search_id=e1b2ae69-c059-42c4-97df-121375734f86,46.0748,-1.0899,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,48100170,84,appartement,"'cuisine', 'television', 'lave-linge', 'four a micro-ondes'"
Maisonnette a la plage,"Logement entier : logement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",80 EUR ,,686 EUR,,2 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Television', 'Chaise haute']",https://www.airbnb.fr/rooms/40344909?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867193_bioY7BdwoqsDUL5Q&previous_page_section_name=1000&federated_search_id=d4821ba6-eb17-4ed7-af73-7ba222487036,46.07536,-1.0928,65,01/06/2024 - 30/09/2024,Chatelaillon-Plage,40344909,80,maison,"'acces plage ou bord de mer', 'cuisine', 'television', 'chaise haute'"
Studio mer Chatelaillon plage,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",100 EUR ,,852 EUR,,3 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Vue sur la mer', 'Vue sur le jardin', 'Acces a la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge']",https://www.airbnb.fr/rooms/1005661429273150204?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867193_WoqxPkMNKKDOitkM&previous_page_section_name=1000&federated_search_id=d4821ba6-eb17-4ed7-af73-7ba222487036,46.05720595291107,-1.088180310688411,19,01/06/2024 - 30/09/2024,Chatelaillon-Plage,1005661429273150204,100,appartement,"'vue sur la mer', 'vue sur le jardin', 'acces a la plage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge'"
Studio en duplex 4 personnes,"Logement entier : appartement - Yves, France","Yves, Nouvelle-Aquitaine, France",56 EUR ,,480 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Espace de travail dedie', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Patio ou balcon', 'Seche-cheveux']",https://www.airbnb.fr/rooms/51904470?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867193_e8N%2BEb2jQTgs6riD&previous_page_section_name=1000&federated_search_id=d4821ba6-eb17-4ed7-af73-7ba222487036,46.0539,-1.0811,0,01/06/2024 - 30/09/2024,Yves,51904470,56,appartement,"'acces plage ou bord de mer', 'cuisine', 'espace de travail dedie', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'patio ou balcon', 'seche-cheveux'"
C'est une maison bleue,"Chambre dans votre destination, Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",60 EUR ,,514 EUR,,1 lit ,1 chambre,,,"['Serrure ou verrou sur la porte de la chambre', 'Acces plage\xa0: Public ou partage', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Arriere-cour privee - Cloture integrale', 'Cheminee ou poele (interieur)\xa0: a bois', 'Depot de bagages autorise']",https://www.airbnb.fr/rooms/814400643258074109?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1576333234&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699867193_3cjMKVRi4r7yi0Ip&previous_page_section_name=1000&federated_search_id=d4821ba6-eb17-4ed7-af73-7ba222487036,46.07969,-1.08103,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,814400643258074109,60,maison,"'serrure ou verrou sur la porte de la chambre', 'acces plage\xa0: public ou partage', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'arriere-cour privee - cloture integrale', 'cheminee ou poele (interieur)\xa0: a bois', 'depot de bagages autorise'"
"Appartement avec piscine, proximite plage","Logement entier : logement de vacances - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",65 EUR ,,557 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Piscine Partage', 'Television', 'Seche-cheveux', 'Refrigerateur']",https://www.airbnb.fr/rooms/578882597994305374?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866589_JWh7oMCcq46isN9U&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.07647,-1.09311,52,01/06/2024 - 30/09/2024,Chatelaillon-Plage,578882597994305374,65,appartement,"'cuisine', 'parking gratuit sur place', 'piscine partage', 'television', 'seche-cheveux', 'refrigerateur'"
"Appartement proche Casino, residence avec piscine","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",90 EUR ,,805 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"[""Vue sur l'ocean"", 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', ""Piscine Partage exterieure (disponible a certaines periodes, heures d'ouverture specifiques)"", 'Animaux acceptes', 'Television', 'Ascenseur']",https://www.airbnb.fr/rooms/654179714732309821?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866589_dA7oDS4Uk%2FwPbF2x&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.07777,-1.09266,1,01/06/2024 - 30/09/2024,Chatelaillon-Plage,654179714732309821,90,appartement,"""vue sur l'ocean"", 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', ""piscine partage exterieure (disponible a certaines periodes, heures d'ouverture specifiques)"", 'animaux acceptes', 'television', 'ascenseur'"
Chez Sophie,"Logement entier : logement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",110 EUR ,,933 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit dans la rue', 'Piscine Prive', 'Television', 'Arriere-cour', 'Seche-cheveux']",https://www.airbnb.fr/rooms/773788330124673325?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866590_NFcXd6svK3ssjYHn&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.1078,-1.105,21,01/06/2024 - 30/09/2024,Angoulins,773788330124673325,110,logement,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit dans la rue', 'piscine prive', 'television', 'arriere-cour', 'seche-cheveux'"
La cabane rose,"Logement entier : logement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",86 EUR ,,791 EUR,,4 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Lit parapluie\xa0: disponible sur demande', 'Livres et jouets pour enfants de Entre 2 et 5\xa0ans et Entre 5 et 10\xa0ans', 'Chaise haute pliable ou transformable\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/851196702598128331?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866590_1JSlf01uVC2X7Fa%2B&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.0715,-1.0874,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,851196702598128331,86,logement,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'lit parapluie\xa0: disponible sur demande', 'livres et jouets pour enfants de entre 2 et 5\xa0ans et entre 5 et 10\xa0ans', 'chaise haute pliable ou transformable\xa0: disponible sur demande'"
Appart Reve de mer Residence un coin de bonheur,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",160 EUR,128 EUR ,1 081 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV HD 42""', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon', 'Arriere-cour privee - Cloture integrale', 'Depot de bagages autorise', 'Lit pour bebe\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/671086796070084022?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866590_fwHIbRt%2BBNbB3ti0&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.0581,-1.087,5,01/06/2024 - 30/09/2024,Chatelaillon-Plage,671086796070084022,160,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit sur place', 'tv hd 42""', 'lave-linge (gratuit) dans le logement', 'patio ou balcon', 'arriere-cour privee - cloture integrale', 'depot de bagages autorise', 'lit pour bebe\xa0: disponible sur demande'"
C'est une maison bleue,"Logement entier : logement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",66 EUR ,,565 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge']",https://www.airbnb.fr/rooms/814450798884949593?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866888_7OX8mWqVH6wOnUvD&previous_page_section_name=1000&federated_search_id=928c9a56-1a4d-4237-a229-043eeddee784,46.07963,-1.08055,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,814450798884949593,66,maison,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge'"
